Nest;Date;Year;Ring.no;Lprev;Lbinom;Weight;Wing;sampling_rank;Treatments;growth_rate;days_resample;sex;body_condition;delta_body_condition;Age_in_days;avg_age
1203;16/06/2018;2018;3418633;3;1;445;14.3;2;Water;0.0315806058891617;5;Male;-114.040884543289;-20.7633259454518;21.1534538702027;19.1422375982762
2072;10/06/2018;2018;3418652;1;1;745;19.7;1;Water;NA;NA;Male;102.223205725739;NA;26.6488223172662;NA
2072;16/06/2018;2018;3418652;1;1;740;25;2;Water;-0.00112233869689068;6;Male;34.9472080217777;-67.2759977039611;33.6284916569386;30.1386569871024
2112;10/06/2018;2018;3418663;3;1;460;11.2;1;Water;NA;NA;Male;-35.1734479291131;NA;18.1022541036704;NA
2112;18/06/2018;2018;3418663;3;1;650;18.8;2;Water;0.0432182341758178;8;Male;19.4458615751848;54.619309504298;25.6478202821327;21.8750371929016
1540;10/06/2018;2018;3418664;0;0;600;15.6;1;Control;NA;NA;Male;18.2159599047552;NA;22.3966232591571;NA
1540;16/06/2018;2018;3418664;0;0;725;21.4;2;Control;0.0315403332730881;6;Male;60.5880696380839;42.3721097333287;28.6769053477618;25.5367643034595
1540;10/06/2018;2018;3418665;0;0;350;7.5;1;Control;NA;NA;Male;-40.3566945659003;NA;13.5862568943857;NA
1540;16/06/2018;2018;3418665;1;1;460;12.8;2;Control;0.0455488891666136;6;Male;-70.076070305618;-29.7193757397177;19.7129712545576;16.6496140744717
1833;10/06/2018;2018;3418666;2;1;885;18.9;1;Water;NA;NA;Female;161.622610185002;NA;24.9051131017845;NA
1833;16/06/2018;2018;3418666;3;1;835;24.2;2;Water;-0.00969265335951234;6;Female;33.8654072033889;-127.757202981613;31.5983538355403;28.2517334686624
1521;10/06/2018;2018;3418668;0;0;460;11.2;1;Water;NA;NA;Male;-35.1734479291131;NA;18.1022541036704;NA
1521;16/06/2018;2018;3418668;0;0;620;17.2;2;Water;0.0497488314259994;6;Male;12.6950800155464;47.8685279446595;23.9727131475265;21.0374836255984
1521;10/06/2018;2018;3418669;0;0;360;7;1;Water;NA;NA;Male;-12.3232412119692;NA;12.8385270232263;NA
1521;16/06/2018;2018;3418669;0;0;520;12.5;2;Water;0.0612874633542196;6;Male;-3.87701137021031;8.44622984175885;19.4191306296596;16.1288288264429
NA;15/06/2016;2016;3418746;NA;NA;640;19.9;1;Control;NA;NA;Male;-5.41703288689314;NA;26.8777849637611;NA
NA;28/06/2016;2016;3418746;0;0;640;19.9;2;Control;0;13;Male;-5.41703288689314;0;26.8777849637611;26.8777849637611
2232;19/05/2019;2019;3418748;0;0;630;12.8;1;Control;NA;NA;Female;29.21331915316;NA;18.8613187243787;NA
2232;25/05/2019;2019;3418748;0;0;775;18.6;2;Control;0.0345238683279614;6;Female;56.6557353551541;27.4424162019941;24.5799011545379;21.7206099394583
2232;19/05/2019;2019;3418749;3;1;560;11.7;1;Control;NA;NA;Female;-12.5211493804568;NA;17.7670273612782;NA
2232;25/05/2019;2019;3418749;3;1;660;17.7;2;Control;0.0273838418818794;6;Female;-42.7428716866484;-30.2217223061916;23.6317982349503;20.6994127981142
2232;19/05/2019;2019;3418750;0;0;560;11.9;1;Control;NA;NA;Male;48.9804035331619;NA;18.8214696970078;NA
2232;25/05/2019;2019;3418750;0;0;690;17.2;2;Control;0.0347924689770184;6;Male;82.6950800155464;33.7146764823845;23.9727131475265;21.3970914222671
2232;19/05/2019;2019;3418754;0;0;470;8.6;1;Control;NA;NA;Female;-5.69009003277796;NA;14.243026198803;NA
2232;25/05/2019;2019;3418754;0;0;660;13.8;2;Control;0.0565845233860612;6;Female;35.5507680476446;41.2408580804226;19.8249355544326;17.0339808766178
19931;19/05/2019;2019;3418755;0;0;610;14.2;1;Malarone;NA;NA;Female;-23.4373752007052;NA;20.2065252254283;NA
19931;25/05/2019;2019;3418755;0;0;775;20.2;2;Malarone;0.039900678697665;6;Female;30.6976240625356;54.1349992632408;26.3742421462671;23.2903836858477
19931;19/05/2019;2019;3418756;3;1;575;13.6;1;Malarone;NA;NA;Male;29.077781156657;NA;20.4852577598264;NA
19931;25/05/2019;2019;3418756;0;0;690;19.6;2;Malarone;0.0303869261323258;6;Male;48.5533938393796;19.4756126827226;26.5352563045647;23.5102570321956
1630;19/05/2019;2019;3418760;0;0;670;16.4;1;Malarone;NA;NA;Male;75.1441661497411;NA;23.1752424228496;NA
1630;26/05/2019;2019;3418760;0;0;665;22;2;Malarone;-0.00107009596130823;7;Male;-6.63952633910094;-81.783692488842;29.4390424027568;26.3071424128032
1630;19/05/2019;2019;3418761;0;0;770;16.9;1;Malarone;NA;NA;Female;81.8060154928708;NA;22.8193950018326;NA
1630;26/05/2019;2019;3418761;0;0;845;23.5;2;Malarone;0.0132780160727778;7;Female;53.0985450397109;-28.7074704531599;30.6033435216787;26.7113692617556
1630;19/05/2019;2019;3418762;0;0;605;14.4;1;Malarone;NA;NA;Male;44.1376349132534;NA;21.2487155888037;NA
1630;26/05/2019;2019;3418762;0;0;630;20.5;2;Malarone;0.00578448019353386;7;Male;-23.181407741127;-67.3190426543804;27.5797354070733;24.4142254979385
1374;22/05/2019;2019;3418791;3;1;820;18.6;1;Malarone;NA;NA;Male;192.241411220197;NA;25.4315536847168;NA
1374;30/05/2019;2019;3418791;2;1;745;25.4;2;Malarone;-0.0119900152348424;8;Male;35.7982097932468;-156.44320142695;34.2337783783999;29.8326660315583
1374;22/05/2019;2019;3418792;3;1;870;18.1;1;Malarone;NA;NA;Female;160.227481314188;NA;24.0483168423552;NA
1374;30/05/2019;2019;3418792;1;1;885;25.3;2;Malarone;0.00213680416991251;8;Female;69.8825002010549;-90.3449811131336;33.2298239258439;28.6390703840996
1374;22/05/2019;2019;3418793;3;1;850;17.3;1;Malarone;NA;NA;Male;241.179821278022;NA;24.0740352048888;NA
1374;30/05/2019;2019;3418793;2;1;800;24;2;Malarone;-0.00757807772705436;8;Male;105.617318108943;-135.562503169078;32.1622313819997;28.1181332934442
2171B;23/05/2019;2019;3418794;1;1;565;11.6;1;Control;NA;NA;Male;60.6543337633171;NA;18.5165190929656;NA
2171B;30/05/2019;2019;3418794;4;1;710;18.8;2;Control;0.0326341769841314;7;Male;79.4458615751848;18.7915278118678;25.6478202821327;22.0821696875492
2171B;23/05/2019;2019;3418795;4;1;555;12.1;1;Control;NA;NA;Male;39.6239460171644;NA;19.0223615539233;NA
2171B;30/05/2019;2019;3418795;4;1;695;19.2;2;Control;0.032134818831194;7;Male;58.9428919998115;19.3189459826472;26.0869441569604;22.5546528554419
2171B;23/05/2019;2019;3418796;0;0;585;13;1;Control;NA;NA;Male;50.8714237084575;NA;19.907388088187;NA
2171B;30/05/2019;2019;3418796;3;1;680;20.3;2;Control;0.0214972787054709;7;Male;29.3811755318097;-21.4902481766478;27.3431978583026;23.6252929732448
2171B;23/05/2019;2019;3418797;0;0;470;8.5;1;Control;NA;NA;Female;-2.01094151659271;NA;14.1129235245016;NA
2171B;30/05/2019;2019;3418797;0;0;690;16.1;2;Control;0.0548512718410287;7;Female;17.0605733801917;19.0715148967844;22.0297519428793;18.0713377336905
2188A;24/05/2019;2019;3418817;3;1;990;21;1;Malarone;NA;NA;Female;233.480025797854;NA;27.3309100564229;NA
2188A;30/05/2019;2019;3418817;2;1;960;25.2;2;Malarone;-0.00512860977779228;6;Female;146.128298313298;-87.351727484556;33.0781724428464;30.2045412496347
2188A;24/05/2019;2019;3418818;0;0;840;20.8;1;Malarone;NA;NA;Male;183.021216991314;NA;27.9394412532046;NA
2188A;30/05/2019;2019;3418818;0;0;775;24.8;2;Malarone;-0.0134231437473354;6;Male;72.0466683067548;-110.974548684559;33.3298131348029;30.6346271940038
2188A;24/05/2019;2019;3418819;0;0;790;17.6;1;Malarone;NA;NA;Male;176.686047551767;NA;24.380456480819;NA
2188A;30/05/2019;2019;3418819;0;0;790;23.1;2;Malarone;0;6;Male;105.607632233701;-71.0784153180655;30.9018638625253;27.6411601716722
1608;25/05/2019;2019;3418834;4;1;785;16.2;1;Malarone;NA;NA;Female;110.112804852455;NA;22.1274238094828;NA
1608;01/06/2019;2019;3418834;3;1;815;22.2;2;Malarone;0.00535777077977918;7;Female;40.9997726899353;-69.1130321625196;28.8470124423278;25.4872181259053
1608;25/05/2019;2019;3418835;3;1;675;14.5;1;Malarone;NA;NA;Female;34.9861425036888;NA;20.4923271010613;NA
1608;01/06/2019;2019;3418835;1;1;745;20.1;2;Malarone;0.0140959325010042;7;Female;2.25873700451575;-32.7274054991731;26.2575758747735;23.3749514879174
2224;25/05/2019;2019;3418836;0;0;670;13.7;1;Control;NA;NA;Female;47.8385134927623;NA;19.7293298063472;NA
2224;01/06/2019;2019;3418836;2;1;765;20.1;2;Control;0.0189425887773606;7;Female;22.2587370045158;-25.5797764882466;26.2575758747735;22.9934528405604
2224;25/05/2019;2019;3418837;0;0;560;12;1;Control;NA;NA;Male;46.7930987169555;NA;18.9221421339932;NA
2224;01/06/2019;2019;3418837;0;0;660;18.4;2;Control;0.0234718644701823;7;Male;35.0671836090949;-11.7259151078606;25.2173975723408;22.069769853167
1489;26/05/2019;2019;3418838;0;0;770;17.6;1;Malarone;NA;NA;Female;69.0393631782745;NA;23.5288039506402;NA
1489;02/06/2019;2019;3418838;0;0;895;24.2;2;Malarone;0.0214904576324466;7;Female;93.8654072033889;24.8260440251145;31.5983538355403;27.5635788930903
1489;26/05/2019;2019;3418839;3;1;780;17.8;1;Malarone;NA;NA;Female;75.4849342614973;NA;23.7352367045676;NA
1489;02/06/2019;2019;3418839;1;1;860;24.8;2;Malarone;0.0139483527948452;7;Female;51.1614234834499;-24.3235107780474;32.478160604624;28.1066986545958
13811;26/05/2019;2019;3418879;0;0;600;16;1;Malarone;NA;NA;Male;11.5983558035139;NA;22.7839891966054;NA
18311;02/06/2019;2019;3418879;0;0;735;21.7;2;Malarone;0.0289915491423843;7;Male;66.9492906832597;55.3509348797459;29.0548524568475;25.9194208267265
13811;26/05/2019;2019;3418880;0;0;810;19;1;Malarone;NA;NA;Female;84.9626400416466;NA;25.0146104241791;NA
18311;02/06/2019;2019;3418880;0;0;1000;25;2;Malarone;0.0301030044736646;7;Female;188.634794540657;103.67215449901;32.7768391267597;28.8957247754694
13811;26/05/2019;2019;3418881;0;0;735;18.7;1;Malarone;NA;NA;Male;105.839899014042;NA;25.5394189999763;NA
18311;02/06/2019;2019;3418881;0;0;780;24.3;2;Malarone;0.00848906006725726;7;Male;82.3703024375545;-23.4695965764877;32.594931021085;29.0671750105307
13811;26/05/2019;2019;3418882;0;0;475;11.3;1;Malarone;NA;NA;Male;-22.4968534514471;NA;18.2067084214326;NA
18311;02/06/2019;2019;3418882;0;0;700;18.6;2;Malarone;0.0553950758583948;7;Male;72.2414112201966;94.7382646716437;25.4315536847168;21.8191310530747
2214B;26/05/2019;2019;3418883;2;1;665;16.5;1;Malarone;NA;NA;Female;-15.6591664875223;NA;22.4221099093003;NA
2214B;02/06/2019;2019;3418883;0;0;760;22.4;2;Malarone;0.0190759132320747;7;Female;-16.8214445363496;-1.16227804882737;29.1094465802075;25.7657782447539
2214B;26/05/2019;2019;3418884;3;1;665;16.8;1;Malarone;NA;NA;Female;-21.3271326646454;NA;22.7195685459651;NA
2214B;02/06/2019;2019;3418884;NA;NA;800;22.4;2;Malarone;0.0264035267160104;7;Female;23.1785554636504;44.5056881282958;29.1094465802075;25.9145075630863
2214B;26/05/2019;2019;3418885;2;1;560;14;1;Malarone;NA;NA;Male;6.50097818001882;NA;20.8675144796739;NA
2214B;02/06/2019;2019;3418885;NA;NA;695;20;2;Malarone;0.0308535802622282;7;Male;48.2727819126458;41.7718037326269;26.9931936854704;23.9303540825722
2214B;26/05/2019;2019;3418886;4;1;405;9.6;1;Malarone;NA;NA;Female;-105.292368975136;NA;15.4775718284258;NA
2214B;02/06/2019;2019;3418886;2;1;580;15.5;2;Malarone;0.0513058623477037;7;Female;-80.9925371602901;24.2998318148456;21.4486336394046;18.4631027339152
2214B;26/05/2019;2019;3418887;0;0;385;8.5;1;Malarone;NA;NA;Female;-87.0109415165927;NA;14.1129235245016;NA
2214B;02/06/2019;2019;3418887;3;1;565;15.1;2;Malarone;0.0547974852655224;7;Female;-87.768183409049;-0.757241892456307;21.0648717848817;17.5888976546917
2185A;31/05/2019;2019;3418931;4;1;590;16.6;1;Malarone;NA;NA;Male;-8.02413203868218;NA;23.3725906463502;NA
2185A;07/06/2019;2019;3418931;0;0;705;22.1;2;Malarone;0.0254393237017862;7;Male;32.1750684535887;40.1992004922708;29.5685029374297;26.47054679189
18331;01/06/2019;2019;3418937;3;1;645;13.9;1;Malarone;NA;NA;Female;18.2795407642229;NA;19.9204403690592;NA
18331;08/06/2019;2019;3418937;1;1;830;20.4;2;Malarone;0.0360250548564102;7;Female;82.5984501050905;64.3189093408675;26.6094905828074;23.2649654759333
18331;01/06/2019;2019;3418938;3;1;570;13;1;Malarone;NA;NA;Male;35.8714237084575;NA;19.907388088187;NA
18331;08/06/2019;2019;3418938;2;1;765;19.6;2;Malarone;0.0420342104282771;7;Male;123.55339383938;87.6819701309221;26.5352563045647;23.2213221963759
18331;01/06/2019;2019;3418939;0;0;575;10.7;1;Malarone;NA;NA;Female;30.5835681123453;NA;16.7184192173195;NA
18331;08/06/2019;2019;3418939;0;0;875;17.9;2;Malarone;0.0599791207943234;7;Female;168.722668519716;138.139100407371;23.8391294191452;20.2787743182323
869;30/05/2019;2019;3418969;0;0;710;16.3;1;Malarone;NA;NA;Male;116.742834131575;NA;23.07701799027;NA
869;06/06/2019;2019;3418969;0;0;670;22.6;2;Malarone;-0.00828389395004991;7;Male;-8.67263405945914;-125.415468191034;30.2263539905469;26.6516859904085
869;30/05/2019;2019;3418970;0;0;590;15.4;1;Malarone;NA;NA;Male;11.5886699282719;NA;22.2041223933976;NA
869;06/06/2019;2019;3418970;0;0;700;21.9;2;Malarone;0.0244225425919485;7;Male;29.5512793661528;17.9626094378809;29.3102817320003;25.757202062699
2180A;31/05/2019;2019;3419031;4;1;770;21.4;1;Malarone;NA;NA;Female;7.54468721858439;NA;27.825252817583;NA
2180A;10/06/2019;2019;3419031;0;0;840;29;2;Malarone;0.00870113769896297;10;Female;-18.0527383900724;-25.5974256086567;39.2430009040775;33.5341268608302
2180A;31/05/2019;2019;3419034;0;0;830;20.3;1;Malarone;NA;NA;Female;84.1442203516799;NA;26.4915453281237;NA
2180A;10/06/2019;2019;3419034;1;1;880;28.7;2;Malarone;0.00584962066816086;10;Female;25.2183165154024;-58.9259038362775;38.7311311429765;32.6113382355501
2180A;31/05/2019;2019;3419035;3;1;690;17.3;1;Malarone;NA;NA;Male;81.1798212780216;NA;24.0740352048888;NA
2180A;10/06/2019;2019;3419035;1;1;745;25.6;2;Malarone;0.00766926207882544;10;Male;33.7481490863697;-47.4316721916518;34.5403140341981;29.3071746195434
2185A;31/05/2019;2019;3419039;3;1;610;16;1;Malarone;NA;NA;Male;21.5983558035139;NA;22.7839891966054;NA
2185A;07/06/2019;2019;3419039;1;1;825;22.3;2;Malarone;0.0431320613096177;7;Male;149.820265137442;128.221909333928;29.829529948588;26.3067595725967
2185A;31/05/2019;2019;3419040;3;1;750;18.7;1;Malarone;NA;NA;Female;29.9690631522617;NA;24.6877664697975;NA
2185A;07/06/2019;2019;3419040;0;0;840;23.6;2;Malarone;0.0161898121867148;7;Female;46.7628164416474;16.7937532893857;30.7433886965947;27.7155775831961
19951;01/06/2019;2019;3419051;0;0;760;17.4;1;Control;NA;NA;Male;149.673296068747;NA;24.1757592500708;NA
19951;08/06/2019;2019;3419051;3;1;845;22.1;2;Control;0.0151454562966853;7;Male;172.175068453589;22.5017723848418;29.5685029374297;26.8721310937502
19951;01/06/2019;2019;3419052;1;1;655;14.8;1;Control;NA;NA;Male;86.9760526755815;NA;21.6299499615509;NA
19951;08/06/2019;2019;3419052;2;1;750;20.9;2;Control;0.0193482815564434;7;Male;91.767586769422;4.79153409384048;28.0606674529174;24.8453087072341
19951;01/06/2019;2019;3419053;3;1;580;11.4;1;Control;NA;NA;Female;15.6497934508518;NA;17.4589031304003;NA
19951;08/06/2019;2019;3419053;4;1;760;18.1;2;Control;0.0386129042485588;7;Female;50.2274813141885;34.5776878633367;24.0483168423552;20.7536099863777
791;01/06/2019;2019;3419054;0;0;760;21.1;1;Control;NA;NA;Male;99.2782212845534;NA;28.3051304455088;NA
791;10/06/2019;2019;3419054;3;1;795;29.1;2;Control;0.00500263126377279;9;Male;50.2532145197874;-49.025006764766;40.2659751615241;34.2855528035165
791;01/06/2019;2019;3419055;0;0;710;20.2;1;Control;NA;NA;Male;60.6719505016683;NA;27.225894676446;NA
791;10/06/2019;2019;3419055;4;1;730;27.5;2;Control;0.00308661823411952;9;Male;0.034899770030961;-60.6370507316374;37.5720856236325;32.3989901500392
791;01/06/2019;2019;3419056;0;0;400;13.7;1;Control;NA;NA;Male;-147.837109460621;NA;20.5809823365261;NA
791;10/06/2019;2019;3419056;4;1;565;22;2;Control;0.0383734648931621;9;Male;-106.639526339101;41.19758312152;29.4390424027568;25.0100123696414
21372;01/06/2019;2019;3419063;0;0;690;18.4;1;Malarone;NA;NA;Female;-24.9435438240596;NA;24.3657450421619;NA
21372;08/06/2019;2019;3419063;0;0;810;24.3;2;Malarone;0.0229060928678828;7;Female;7.56823583039818;32.5117796544578;31.7432784909062;28.054511766534
21372;01/06/2019;2019;3419064;3;1;670;13.1;1;Malarone;NA;NA;Female;61.9258053018239;NA;19.1525598743628;NA
21372;08/06/2019;2019;3419064;0;0;900;20.1;2;Malarone;0.0421595787056142;7;Female;157.258737004516;95.3329317026919;26.2575758747735;22.7050678745682
2196A;01/06/2019;2019;3419068;3;1;720;16.2;1;Malarone;NA;NA;Female;45.1128048524549;NA;22.1274238094828;NA
2196A;08/06/2019;2019;3419068;0;0;870;22.2;2;Malarone;0.0270345713769326;7;Female;95.9997726899353;50.8869678374804;28.8470124423278;25.4872181259053
2196A;01/06/2019;2019;3419069;0;0;720;17;1;Malarone;NA;NA;Female;29.9501775896463;NA;22.9195781138311;NA
2196A;08/06/2019;2019;3419069;2;1;890;22.9;2;Malarone;0.0302814643880121;7;Female;106.234264354697;76.2840867650511;29.7778850277676;26.3487315707994
2196A;01/06/2019;2019;3419070;2;1;570;15.1;1;Malarone;NA;NA;Male;-3.26923505348896;NA;21.9165243150605;NA
2196A;08/06/2019;2019;3419070;0;0;720;21.2;2;Malarone;0.0333735501687864;7;Male;58.0423731183553;61.3116081718442;28.4283746250018;25.1724494700312
2196A;01/06/2019;2019;3419071;3;1;530;13.1;1;Malarone;NA;NA;Male;-6.13150869942842;NA;20.0042124045417;NA
2196A;08/06/2019;2019;3419071;2;1;740;19.4;2;Malarone;0.0476818828074354;7;Male;101.234252214358;107.365760913786;26.3099232113073;23.1570678079245
1818;02/06/2019;2019;3419081;0;0;800;18.8;1;Control;NA;NA;Female;78.2913865772118;NA;24.7961677519539;NA
1818;08/06/2019;2019;3419081;1;1;930;20.3;2;Control;0.0250954764132291;6;Female;184.14422035168;105.852833774468;26.4915453281237;25.6438565400388
1818;02/06/2019;2019;3419082;0;0;800;18.7;1;Control;NA;NA;Female;79.9690631522617;NA;24.6877664697975;NA
1818;08/06/2019;2019;3419082;0;0;1000;24.1;2;Control;0.0371905918857016;6;Female;200.167949901731;120.198886749469;31.4541197967949;28.0709431332962
1818;02/06/2019;2019;3419083;0;0;560;13.8;1;Control;NA;NA;Female;-64.4492319523554;NA;19.8249355544326;NA
1818;08/06/2019;2019;3419083;0;0;720;19.2;2;Control;0.0418857380468177;6;Female;-8.33124986889698;56.1179820834584;25.2352916267815;22.530113590607
22341;07/06/2019;2019;3419116;3;1;770;18.7;1;Control;NA;NA;Female;49.9690631522617;NA;24.6877664697975;NA
22341;14/06/2019;2019;3419116;3;1;875;24.7;2;Control;0.0182619102156979;7;Female;67.4323893021224;17.4633261498607;32.329826879487;28.5087966746422
22341;07/06/2019;2019;3419117;3;1;670;19.3;1;Control;NA;NA;Male;32.5850634906271;NA;26.1981428675101;NA
22341;14/06/2019;2019;3419117;3;1;750;25.1;2;Control;0.0161136420207635;7;Male;43.9037679126684;11.3187044220413;33.7788285613217;29.9884857144159
22341;07/06/2019;2019;3419118;2;1;590;15.4;1;Control;NA;NA;Male;11.5886699282719;NA;22.2041223933976;NA
22341;14/06/2019;2019;3419118;3;1;670;21.3;2;Control;0.018165025069321;7;Male;6.81234072974939;-4.77632919852249;28.5522985245568;25.3782104589772
2278B;09/06/2019;2019;3419162;0;0;365;6.8;1;Control;NA;NA;Male;0.253561764669087;NA;12.5273025895843;NA
2278B;25/06/2019;2019;3419162;2;1;700;21.8;2;Control;0.0406989363413071;16;Male;30.7475350020836;30.4939732374145;29.1822190927849;20.8547608411846
2278B;09/06/2019;2019;3419163;0;0;290;5.8;1;Control;NA;NA;Male;-33.1698856286708;NA;10.8564578648376;NA
2278B;25/06/2019;2019;3419163;3;1;690;22.2;2;Control;0.0541756671631741;16;Male;15.9950149810113;49.1649006096821;29.6986649725067;20.2775614186721
2215;08/06/2019;2019;3419183;3;1;710;17.3;1;Malarone;NA;NA;Female;14.4474667944096;NA;23.2223826747099;NA
2215;13/06/2019;2019;3419183;2;1;810;21.7;2;Malarone;0.0263538555262247;5;Female;43.1655406877012;28.7180738932916;28.2031999266687;25.7127913006893
2190A;08/06/2019;2019;3419187;0;0;795;18.7;1;Control;NA;NA;Female;74.9690631522617;NA;24.6877664697975;NA
2190A;14/06/2019;2019;3419187;2;1;880;23.9;2;Control;0.0169299654696534;6;Female;82.7893285067028;7.82026535444106;31.1677332818816;27.9277498758395
2190A;08/06/2019;2019;3419189;3;1;785;17.1;1;Control;NA;NA;Male;179.219174130908;NA;23.871782038893;NA
2190A;14/06/2019;2019;3419189;3;1;840;22.1;2;Control;0.0112863623424918;6;Male;167.175068453589;-12.0441056773197;29.5685029374297;26.7201424881613
2190A;08/06/2019;2019;3419190;1;1;610;13.6;1;Control;NA;NA;Male;64.077781156657;NA;20.4852577598264;NA
2190A;14/06/2019;2019;3419190;3;1;680;19;2;Control;0.0181056401671326;6;Male;46.6798950211689;-17.3978861354881;25.8662629543579;23.1757603570922
2287B;14/06/2019;2019;3419237;2;1;730;16.2;1;Malarone;NA;NA;Female;55.1128048524549;NA;22.1274238094828;NA
2287B;21/06/2019;2019;3419237;0;0;940;23.5;2;Malarone;0.0361193344459447;7;Female;148.098545039711;92.9857401872559;30.6033435216787;26.3653836655808
2249B;18/06/2019;2019;3419265;2;1;555;10.2;1;Control;NA;NA;Female;25.6373309988517;NA;16.1675577918508;NA
2249B;25/06/2019;2019;3419265;4;1;690;17.5;2;Control;0.0311033548349815;7;Female;-9.16824671759059;-34.8055777164423;23.4262435960968;19.7969006939738
2249B;18/06/2019;2019;3419266;3;1;540;9.3;1;Control;NA;NA;Female;39.6946162489151;NA;15.1191383936455;NA
2249B;25/06/2019;2019;3419266;3;1;675;16.4;2;Control;0.0318776501877443;7;Female;-3.74691979508771;-43.4415360440028;22.3235898926707;18.7213641431581
2278B;09/06/2019;2019;3419272;0;0;215;4;1;Control;NA;NA;Male;-11.050082980462;NA;7.28325635318162;NA
2278B;25/06/2019;2019;3419272;2;1;655;18.4;2;Control;0.0696248254692243;16;Male;30.0671836090949;41.1172665895568;25.2173975723408;16.2503269627612
2260E;16/05/2020;2020;3419275;0;0;540;12.8;1;Control;NA;NA;Male;9.92392969438197;NA;19.7129712545576;NA
2260E;29/05/2020;2020;3419275;2;1;830;23.4;2;Control;0.0330658893255633;13;Male;142.234922210185;132.310992515803;31.3156547199803;25.514312987269
2260E;16/05/2020;2020;3419276;0;0;480;12.3;1;Control;NA;NA;Male;-39.6610909368173;NA;19.2215260477066;NA
2260E;29/05/2020;2020;3419276;1;1;785;22.9;2;Control;0.0378382779908055;13;Male;102.880528296717;142.541619233535;30.6295375579465;24.9255318028265
2260E;16/05/2020;2020;3419277;4;1;460;9.1;1;Control;NA;NA;Female;-33.4667750258528;NA;14.8747259136031;NA
2260E;29/05/2020;2020;3419277;2;1;670;19.2;2;Control;0.0289270171462978;13;Female;-58.331249868897;-24.8644748430442;25.2352916267815;20.0550087701923
20771;16/05/2020;2020;3419278;2;1;565;12.6;1;Water;NA;NA;Male;39.0402572897583;NA;19.5173994252235;NA
20771;23/05/2020;2020;3419278;0;0;620;19.8;2;Water;0.0132705352703852;7;Male;-24.1002472293615;-63.1405045191198;26.7629964896977;23.1401979574606
20771;16/05/2020;2020;3419279;0;0;460;9.9;1;Water;NA;NA;Male;-2.92446662134938;NA;16.6784659154174;NA
20771;23/05/2020;2020;3419279;0;0;600;17.5;2;Water;0.0379575951047151;7;Male;-11.8245957108493;-8.9001290894999;24.2778961262756;20.4781810208465
20771;16/05/2020;2020;3419280;4;1;480;9.2;1;Malarone;NA;NA;Female;-16.9046629302986;NA;14.9974955807446;NA
20771;23/05/2020;2020;3419280;2;1;670;17.6;2;Malarone;0.047641658354725;7;Female;-30.9606368217255;-14.055973891427;23.5288039506402;19.2631497656924
1500;16/05/2020;2020;3419281;0;0;770;14.9;1;Malarone;NA;NA;Female;121.426060224449;NA;20.8737340497009;NA
1500;23/05/2020;2020;3419281;0;0;890;21;2;Malarone;0.020690135411208;7;Female;133.480025797854;12.0539655734046;27.3309100564229;24.1023220530619
1500;16/05/2020;2020;3419282;0;0;685;15.2;1;Control;NA;NA;Male;110.005468912037;NA;22.0122563250345;NA
1500;23/05/2020;2020;3419282;0;0;725;21.1;2;Control;0.00810754522749277;7;Male;64.2782212845534;-45.7272476274834;28.3051304455088;25.1586933852716
1500;16/05/2020;2020;3419283;0;0;655;13.7;1;Water;NA;NA;Male;107.162890539379;NA;20.5809823365261;NA
1500;23/05/2020;2020;3419283;0;0;790;19.6;2;Water;0.0267711014036879;7;Male;148.55339383938;41.3905033000005;26.5352563045647;23.5581193205454
2202B;16/05/2020;2020;3419284;0;0;575;10.3;1;Malarone;NA;NA;Female;42.568393366915;NA;16.2793687961708;NA
2202B;23/05/2020;2020;3419284;0;0;795;17.5;2;Malarone;0.0462817248367116;7;Female;95.8317532824094;53.2633599154944;23.4262435960968;19.8528061961338
2202B;16/05/2020;2020;3419285;0;0;540;9.5;1;Water;NA;NA;Female;33.0015209354078;NA;15.3591501012216;NA
2202B;23/05/2020;2020;3419285;0;0;720;16.7;2;Water;0.041097438921683;7;Female;35.5508646279852;2.54934369257745;22.6200869235876;18.9896185124046
1231E;16/05/2020;2020;3419286;3;1;725;16.3;1;Water;NA;NA;Male;131.742834131575;NA;23.07701799027;NA
1231E;23/05/2020;2020;3419286;3;1;850;22.3;2;Water;0.022723527804241;7;Male;174.820265137442;43.0774310058669;29.829529948588;26.453273969429
1231E;16/05/2020;2020;3419287;1;1;760;19.1;1;Malarone;NA;NA;Male;125.307811029435;NA;25.9763199583187;NA
1231E;23/05/2020;2020;3419287;0;0;790;24.5;2;Malarone;0.00553064459724149;7;Male;90.2278199485115;-35.0799910809239;32.8868412936356;29.4315806259772
1268E;16/05/2020;2020;3419289;3;1;775;18.5;1;Malarone;NA;NA;Male;148.650478784713;NA;25.3242160396891;NA
1268E;23/05/2020;2020;3419289;3;1;850;25;2;Malarone;0.013196188590145;7;Male;144.947208021778;-3.70327076293574;33.6284916569386;29.4763538483138
1268E;16/05/2020;2020;3419290;3;1;720;16.3;1;Control;NA;NA;Male;126.742834131575;NA;23.07701799027;NA
1268E;23/05/2020;2020;3419290;4;1;750;22.9;2;Control;0.0058317135028936;7;Male;67.8805282967173;-58.8623058348578;30.6295375579465;26.8532777741083
1268E;16/05/2020;2020;3419291;4;1;600;14.4;1;Water;NA;NA;Male;39.1376349132534;NA;21.2487155888037;NA
